Date,Volume
2019-12-16,4456739572.988891
2019-12-17,3349423369.2367554
2019-12-18,3236143562.1292114
2019-12-19,3767203684.9044805
2019-12-20,5858566331.790161
2019-12-23,5035719148.956298
2019-12-24,1502300867.0196533
2019-12-26,3648860710.411072
2019-12-27,3873625112.0681767
2019-12-30,4629467401.46637
2019-12-31,3863315060.0906377
2020-01-02,6694345617.413329
2020-01-03,5893997800.445557
2020-01-06,4668016415.130614
2020-01-07,4771683301.974487
2020-01-08,5732173533.883668
2020-01-09,5156557659.347535
2020-01-10,4783289194.610596
2020-01-13,5028136985.551453
2020-01-14,5373935492.710876
2020-01-15,5667638109.864807
2020-01-16,4179975377.0446777
2020-01-17,5433763294.775391
2020-01-21,4721545838.1866455
2020-01-22,4642257766.748047
2020-01-23,5950759001.968385
2020-01-24,8337108435.752869
2020-01-27,9217865897.961424
2020-01-28,5919779173.420715
2020-01-29,6415743274.383544
2020-01-30,8807859301.504515
2020-01-31,11395101686.975098
2020-02-03,5650364592.06543
2020-02-04,6981327301.464844
2020-02-05,8794412103.03955
2020-02-06,5171701803.851318
2020-02-07,5932819001.005554
2020-02-10,4982460459.21936
2020-02-11,7006237814.117433
2020-02-12,5732891555.552672
2020-02-13,5328245631.799316
2020-02-14,5499609625.694275
2020-02-18,5726120880.775451
2020-02-19,5268183795.021056
2020-02-20,10002567067.993164
2020-02-21,15201780926.055906
2020-02-24,18712458362.4115
2020-02-25,21050909432.739258
2020-02-26,17218320956.17828
2020-02-27,25051599389.645386
2020-02-28,30494147912.190247
2020-03-02,24441154431.211853
2020-03-03,27641618616.23382
2020-03-04,15948870653.216553
2020-03-05,16653296456.771852
2020-03-06,18686104151.788326
2020-03-09,22536194532.714844
2020-03-10,20533302773.400883
2020-03-11,17407533244.848633
2020-03-12,24438367533.428955
2020-03-13,25943203386.047367
2020-03-16,15584810200.927734
2020-03-17,22085768119.99054
2020-03-18,20160003276.75476
2020-03-19,21478472632.736206
2020-03-20,20310551366.889954
2020-03-23,21246101144.815063
2020-03-24,17425991735.467525
2020-03-25,16180018540.85846
2020-03-26,15330429952.404787
2020-03-27,10903978679.580688
2020-03-30,9478498744.624329
2020-03-31,11930330337.557985
2020-04-01,9792854442.858885
2020-04-02,10503110142.826845
2020-04-03,8707800980.126953
2020-04-06,12724732203.300474
2020-04-07,13729243373.336794
2020-04-08,9214266364.47754
2020-04-09,13709217277.658083
2020-04-13,8700627264.68811
2020-04-14,13550480895.037844
2020-04-15,9850749135.498047
2020-04-16,13788190550.0
2020-04-17,13533817905.944824
2020-04-20,8137113744.1085825
2020-04-21,14943201347.485352
2020-04-22,8457597475.93689
2020-04-23,9110990004.905699
2020-04-24,7320149370.639039
2020-04-27,7857528363.006591
2020-04-28,9911482200.0
2020-04-29,10668891600.0
2020-04-30,9491828303.78723
2020-05-01,10380648568.038942
2020-05-04,7068040060.089111
2020-05-05,8223869684.365844
2020-05-06,7983688800.0
2020-05-07,8567753418.896484
2020-05-08,7162308197.441102
2020-05-11,8102457692.614746
2020-05-12,9118936491.540527
2020-05-13,14371419768.054201
2020-05-14,11435181313.389587
2020-05-15,12446677582.177732
2020-05-18,9642599572.467041
2020-05-19,8220793900.117494
2020-05-20,8657919607.162476
2020-05-21,9988550309.899902
2020-05-22,6605572889.331054
2020-05-26,7570985690.071106
2020-05-27,12819230650.268555
2020-05-28,9839961392.021181
2020-05-29,11829438478.939821
2020-06-01,6033130497.070312
2020-06-02,7866130705.004883
2020-06-03,8811661093.89038
2020-06-04,9099444935.739136
2020-06-05,11353060779.638672
2020-06-08,7956004915.516663
2020-06-09,8526764896.95282
2020-06-10,14301541038.903809
2020-06-11,17064598299.545286
2020-06-12,16991568975.732422
2020-06-15,10817141750.0
2020-06-16,11872961083.401487
2020-06-17,8465624296.325684
2020-06-18,7469740370.672607
2020-06-19,12070853975.483706
2020-06-22,5938711170.213319
2020-06-23,8153839696.002198
2020-06-24,11218556513.05542
2020-06-25,9088544978.90625
2020-06-26,12689525476.483154
2020-06-29,8348304826.104737
2020-06-30,9633918157.482908
2020-07-01,8689297898.553469
2020-07-02,8059109813.018799
2020-07-06,8937452216.674805
2020-07-07,9386331366.186523
2020-07-08,7910533439.868164
2020-07-09,10569235826.739502
2020-07-10,8680732681.143188
2020-07-13,16574508721.798706
2020-07-14,18806654932.31201
2020-07-15,14225285177.212524
2020-07-16,12332582959.606934
2020-07-17,9115474489.822388
2020-07-20,10833962428.427124
2020-07-21,11416363200.0
2020-07-22,7912266696.258545
2020-07-23,13252297136.59668
2020-07-24,13814167888.031004
2020-07-27,9480255306.04248
2020-07-28,8038769267.578123
2020-07-29,7158455610.2508545
2020-07-30,10908575388.97705
2020-07-31,14269282135.74524
2020-08-03,8642141564.648438
2020-08-04,6735517415.637207
2020-08-05,5857959441.18042
2020-08-06,7703158058.862305
2020-08-07,12207843072.894287
2020-08-10,9484745318.334959
2020-08-11,11430829422.235107
2020-08-12,10540935956.030273
2020-08-13,8690940686.416626
2020-08-14,8382392032.791138
2020-08-17,6828762141.662598
2020-08-18,6540495143.722534
2020-08-19,8835034535.308838
2020-08-20,7760611158.947754
2020-08-21,9794672273.327637
2020-08-24,10329379332.824707
2020-08-25,9966965765.25879
2020-08-26,12325587371.261597
2020-08-27,14401939230.963135
2020-08-28,8196983095.794678
2020-08-31,10710336657.348633
2020-09-01,10861963190.301514
2020-09-02,15391350064.453125
2020-09-03,31639041656.137085
2020-09-04,35152291555.511475
2020-09-08,26878544785.43701
2020-09-09,18017155968.59131
2020-09-10,18973246694.869995
2020-09-11,19420744926.574707
2020-09-14,10600594173.083496
2020-09-15,11678632991.82739
2020-09-16,11621769190.063477
2020-09-17,22050219253.442383
2020-09-18,23017830635.85205
2020-09-21,15293172744.28711
2020-09-22,11206803123.85559
2020-09-23,12900861346.847534
2020-09-24,18744947897.644043
2020-09-25,15001626009.130856
2020-09-28,16199097473.358154
2020-09-29,7464447830.200195
2020-09-30,13719961291.16211
2020-10-01,14118201450.0
2020-10-02,20709691609.680172
2020-10-05,7896197639.215088
2020-10-06,13676607854.022217
2020-10-07,7708913193.795776
2020-10-08,7159999146.176147
2020-10-09,8628756022.93396
2020-10-12,23377052174.11194
2020-10-13,18919964094.23828
2020-10-14,10791354055.792234
2020-10-15,12333369679.486084
2020-10-16,11705053053.198242
2020-10-19,10431579391.308594
2020-10-20,9156693831.903076
2020-10-21,8328500630.548096
2020-10-22,9149515880.187988
2020-10-23,7021261049.194336
2020-10-26,10775965963.900757
2020-10-27,8637835317.910767
2020-10-28,14509243922.424316
2020-10-29,11952845490.490723
2020-10-30,17735521575.476074
2020-11-02,10795798691.314697
2020-11-03,11975865798.861694
2020-11-04,21727178139.32495
2020-11-05,15324236700.512695
2020-11-06,12067166078.00293
2020-11-09,24973741372.091675
2020-11-10,19563038084.848022
2020-11-11,10461176656.567383
2020-11-12,9925170429.949951
2020-11-13,7217071235.308838
2020-11-16,8845375248.266602
2020-11-17,6384199505.020142
2020-11-18,8143271244.824219
2020-11-19,6642405902.9296875
2020-11-20,7522961900.500488
2020-11-23,7804405877.685547
2020-11-24,7219462125.927734
2020-11-25,6911264275.524902
2020-11-27,5131938698.608398
2020-11-30,8340282108.081055
2020-12-01,8351613462.832642
2020-12-02,7176937144.165039
2020-12-03,6946316808.132935
2020-12-04,5906342979.611206
2020-12-07,6406469750.0
2020-12-08,5654501191.726685
2020-12-09,14715769363.763426
2020-12-10,8325198837.661743
2020-12-11,8077626903.33252
2020-12-14,8757811638.134766
2020-12-15,7900118829.6813965
2020-12-16,7867218141.732788
2020-12-17,7380185500.0
2020-12-18,12766224303.479002
2020-12-21,11459542358.10852
2020-12-22,8108370943.62793
2020-12-23,6534240918.804932
2020-12-24,5195964559.020995
2020-12-28,7034580671.221924
2020-12-29,8096869602.926636
2020-12-30,5676681179.141235
2020-12-31,6780360424.951172
2021-01-04,14013567818.38989
2021-01-05,9144795094.458008
2021-01-06,16241064835.253906
2021-01-07,9573754437.927246
2021-01-08,10832918832.550049
2021-01-11,10296123527.70996
2021-01-12,9187434248.986816
2021-01-13,7236810531.665039
2021-01-14,7387256578.433228
2021-01-15,10952117267.565918
2021-01-19,7763752259.857178
2021-01-20,9948836599.41101
2021-01-21,8201622247.875977
2021-01-22,7032131238.165283
2021-01-25,12822735093.530273
2021-01-26,8378420585.623169
2021-01-27,17652979115.234375
2021-01-28,13764160229.742432
2021-01-29,17382270905.09033
2021-02-01,11492983798.64502
2021-02-02,11118444295.483398
2021-02-03,8102220431.213379
2021-02-04,7381160997.729492
2021-02-05,7532475187.011719
2021-02-08,6825980549.230957
2021-02-09,5868942396.850586
2021-02-10,9339859925.0
2021-02-11,7376183841.970825
2021-02-12,6845681108.374023
2021-02-16,9086691863.40332
2021-02-17,10472144749.310303
2021-02-18,10717569453.35083
2021-02-19,12961981423.80066
2021-02-22,15237514951.373291
2021-02-23,31261327080.33142
2021-02-24,18866408303.21045
2021-02-25,34468421278.497314
2021-02-26,32902962306.274414
2021-03-01,15909140374.954224
2021-03-02,15401007704.77295
2021-03-03,26680848392.044067
2021-03-04,42309920409.191895
2021-03-05,37511934825.93384
2021-03-08,26517635627.84424
2021-03-09,25063532363.796997
2021-03-10,23874993702.990723
2021-03-11,17010306249.023438
2021-03-12,21866298583.703613
2021-03-15,13695565254.20227
2021-03-16,17608144284.469604
2021-03-17,25191475052.3468
2021-03-18,25811356630.819702
2021-03-19,24564644217.114258
2021-03-22,17904224404.833984
2021-03-23,16957122053.253174
2021-03-24,20210329602.575684
2021-03-25,24510698512.8479
2021-03-26,20072193600.0
2021-03-29,17251213479.98047
2021-03-30,14029893550.92163
2021-03-31,17562521993.71338
2021-04-01,18073875599.853516
2021-04-05,13961205610.198975
2021-04-06,11094776749.63379
2021-04-07,10627227011.523438
2021-04-08,10032562861.96289
2021-04-09,12360103901.916504
2021-04-12,8697196456.878662
2021-04-13,10345384585.388184
2021-04-14,14323313008.666992
2021-04-15,12415063375.634766
2021-04-16,13974563200.024414
2021-04-19,11702577096.618652
2021-04-20,12811098477.459717
2021-04-21,12417369661.727905
2021-04-22,15397781280.743408
2021-04-23,12348744986.52649
2021-04-26,10526303710.449219
2021-04-27,11288625877.441406
2021-04-28,11395722300.0
2021-04-29,12829322004.031372
2021-04-30,12932646192.333984
2021-05-03,9994827915.582275
2021-05-04,21507631534.301758
2021-05-05,15207536222.579956
2021-05-06,15519409050.170898
2021-05-07,17821048550.933838
2021-05-10,19773795472.77832
2021-05-11,23410478540.307613
2021-05-12,28889246496.42334
2021-05-13,22314776396.099854
2021-05-14,14481924949.951172
2021-05-17,12780132094.268799
2021-05-18,11770213314.590454
2021-05-19,21393878226.132202
2021-05-20,15279447039.065552
2021-05-21,16458544595.507812
2021-05-24,10798528575.146484
2021-05-25,10415401529.18396
2021-05-26,8501904561.242676
2021-05-27,9297904432.385254
2021-05-28,9993656462.805176
2021-06-01,10365812256.115723
2021-06-02,7352313239.91394
2021-06-03,12229074000.0
2021-06-04,12999969636.428833
2021-06-07,10977165739.047241
2021-06-08,9187755994.433594
2021-06-09,7237108373.318481
2021-06-10,11470509940.701294
2021-06-11,7242068064.746094
2021-06-14,9586921198.754883
2021-06-15,12308970539.208984
2021-06-16,18891784036.010742
2021-06-17,20624636999.28894
2021-06-18,18986807457.580566
2021-06-21,11361331252.70996
2021-06-22,10059232123.97461
2021-06-23,9454528724.487305
2021-06-24,11399976501.269531
2021-06-25,10023491042.907715
2021-06-28,13840778078.634644
2021-06-29,10445935452.636719
2021-06-30,11598367080.322266
2021-07-01,10385355514.526367
2021-07-02,11737283487.402344
2021-07-06,13990644150.830078
2021-07-07,12728974370.4834
2021-07-08,18257804740.90576
2021-07-09,12701956688.598633
2021-07-12,9320609179.330444
2021-07-13,14396410193.389893
2021-07-14,12829587006.811525
2021-07-15,19248739045.422363
2021-07-16,16900891488.464355
2021-07-19,22842380346.80786
2021-07-20,15135090083.45642
2021-07-21,10940769370.123291
2021-07-22,11010288559.289553
2021-07-23,11767966950.146486
2021-07-26,10479155191.28418
2021-07-27,21112559208.685307
2021-07-28,15389077381.14624
2021-07-29,9408458082.046509
2021-07-30,13301190889.221193
2021-08-02,9966013026.834106
2021-08-03,13043213298.187256
2021-08-04,10874072039.593506
2021-08-05,7927166800.942993
2021-08-06,12267878998.114016
2021-08-09,9572304831.207275
2021-08-10,12887382543.347168
2021-08-11,12542618965.338135
2021-08-12,9544460044.299316
2021-08-13,7131577425.62256
2021-08-16,12861499344.94934
2021-08-17,16382473539.120483
2021-08-18,13960261269.662476
2021-08-19,17651841209.576416
2021-08-20,14520187213.806152
2021-08-23,12702771454.916382
2021-08-24,8136145666.882324
2021-08-25,7661623870.465089
2021-08-26,10849823977.194214
2021-08-27,10192451619.607544
2021-08-30,10379463148.55957
2021-08-31,11257234951.672365
2021-09-01,10708873836.166382
2021-09-02,9682473204.644775
2021-09-03,9388682658.215334
2021-09-07,9159252770.874023
2021-09-08,12546396335.778809
2021-09-09,11156038565.887451
2021-09-10,15157521398.602295
2021-09-13,18343000939.508057
2021-09-14,15695850324.46289
2021-09-15,12890710678.765871
2021-09-16,13313901575.079346
2021-09-17,22770844291.085815
2021-09-20,27867511170.214848
2021-09-21,15351753869.094849
2021-09-22,17359774997.0398
2021-09-23,16654303450.561523
2021-09-24,13461084659.838867
2021-09-27,16050265599.51477
2021-09-28,35159874314.94141
2021-09-29,20865760777.105713
2021-09-30,21973230891.47339
2021-10-01,20305327177.093506
2021-10-04,27069226545.166016
2021-10-05,16880094032.629395
2021-10-06,20431594617.782593
2021-10-07,14305083312.109375
2021-10-08,15104542021.157837
2021-10-11,12488888518.457031
2021-10-12,15680268057.141113
2021-10-13,14443488000.0
2021-10-14,15924170969.07959
2021-10-15,14912518004.681398
2021-10-18,12861455564.346313
2021-10-19,10922797805.511475
2021-10-20,11770735038.864136
2021-10-21,9608802531.185913
2021-10-22,13570777001.409912
2021-10-25,12319686315.246584
2021-10-26,17891165425.57373
2021-10-27,17388990000.0
2021-10-28,14603049586.395264
2021-10-29,14405802164.465332
2021-11-01,11919399953.668215
2021-11-02,9778888158.17261
2021-11-03,13269392254.815676
2021-11-04,16034447815.151978
2021-11-05,17292782944.7937
2021-11-08,11645762706.573486
2021-11-09,19959983893.804935
2021-11-10,21398667210.498047
2021-11-11,12593793251.922607
2021-11-12,13708168243.957521
2021-11-15,13305025415.100098
2021-11-16,11077248292.269897
2021-11-17,11413293319.152832
2021-11-18,18368612625.0
2021-11-19,18256994441.674805
2021-11-22,24642958466.638187
2021-11-23,27862832046.12732
2021-11-24,18723537002.539062
2021-11-26,20159827589.068607
2021-11-29,21761961531.927494
2021-11-30,32030444509.69849
2021-12-01,30104967100.28076
2021-12-02,32914876815.142822
2021-12-03,40362401197.3999
2021-12-06,26102795385.058598
2021-12-07,22280587746.975708
2021-12-08,15666309865.722656
2021-12-09,19676145450.027466
2021-12-10,20913754371.14258
2021-12-13,19678272553.90625
2021-12-14,29192330357.95899
2021-12-15,29325317998.41309
2021-12-16,31949656873.54126
2021-12-17,30982368469.77234
2021-12-20,24873066551.513676
2021-12-21,19032173977.157593
2021-12-22,14592775142.175295
2021-12-23,11747046257.400513
2021-12-27,13242496396.57898
2021-12-28,13298792571.936035
2021-12-29,12949384781.341555
2021-12-30,9548387680.569458
2021-12-31,13826441477.114868
2022-01-03,16298527214.813234
2022-01-04,23006044054.833984
2022-01-05,29106048389.190674
2022-01-06,27194106708.010864
2022-01-07,27597701613.757324
2022-01-10,34882883410.70557
2022-01-11,26349847474.21265
2022-01-12,21140168873.10791
2022-01-13,29455214325.62256
2022-01-14,30446857994.433594
2022-01-18,27958330073.96851
2022-01-19,29974949818.588257
2022-01-20,32052262512.16736
2022-01-21,50428442591.07056
2022-01-24,70195690714.63623
2022-01-25,42931130001.75781
2022-01-26,50500007988.43384
2022-01-27,32491719851.394653
2022-01-28,38053465899.591064
2022-01-31,34245198368.55469
2022-02-01,27206749342.25464
2022-02-02,29028572809.692383
2022-02-03,33723294875.634766
2022-02-04,30902815425.95215
2022-02-07,20667891537.17041
2022-02-08,23242569291.97998
2022-02-09,20451212484.66797
2022-02-10,40312083631.2561
2022-02-11,35250571598.02856
2022-02-14,27887600672.265625
2022-02-15,19633019813.183594
2022-02-16,20987525987.698364
2022-02-17,21349294384.41162
2022-02-18,27321313046.26465
2022-02-22,29063756013.656616
2022-02-23,28401078225.67749
2022-02-24,44472793633.47168
2022-02-25,27261232050.81482
2022-02-28,26882374453.76587
2022-03-01,23018815771.728516
2022-03-02,24516857066.192627
2022-03-03,24331058738.23242
2022-03-04,25950613050.83618
2022-03-07,29215892950.61035
2022-03-08,37558364273.94714
2022-03-09,21681691133.935547
2022-03-10,22977780866.95862
2022-03-11,21484492555.773926
2022-03-14,25390794313.568115
2022-03-15,25093958183.258057
2022-03-16,35816298530.822754
2022-03-17,23356476565.551758
2022-03-18,30033519152.563477
2022-03-21,25835587937.045288
2022-03-22,22611951922.714233
2022-03-23,24844650416.793823
2022-03-24,19261163318.12439
2022-03-25,20692882621.466064
2022-03-28,20739258657.131958
2022-03-29,25268017036.19385
2022-03-30,25240263841.201782
2022-03-31,24294313528.607178
2022-04-01,19730884762.81128
2022-04-04,16969408299.084475
2022-04-05,22654944952.926636
2022-04-06,31820637225.65918
2022-04-07,22583577729.266357
2022-04-08,21631971936.849976
2022-04-11,22535352554.370117
2022-04-12,24708634278.552246
2022-04-13,21254737904.559326
2022-04-14,24881170003.527832
2022-04-18,19833889756.970215
2022-04-19,19569126833.911133
2022-04-20,22349254440.307617
2022-04-21,25328903687.347412
2022-04-22,26865706836.080933
2022-04-25,33536708155.648804
2022-04-26,33559629494.091797
2022-04-27,35225043477.978516
2022-04-28,32620595471.191406
2022-04-29,28812077175.0
2022-05-02,36788199333.05054
2022-05-03,24927101682.647705
2022-05-04,38261089348.516846
2022-05-05,48392116200.0
2022-05-06,43162888400.0
2022-05-09,33693035502.938843
2022-05-10,37331715908.1543
2022-05-11,40952768510.11047
2022-05-12,35203207797.01843
2022-05-13,25267818910.308838
2022-05-16,17664783120.507812
2022-05-17,19201544243.12439
2022-05-18,23138964058.215332
2022-05-19,23143435232.84607
2022-05-20,26490488583.898926
2022-05-23,18679533131.262207
2022-05-24,21109582846.313477
2022-05-25,19556507725.708008
2022-05-26,17798819527.557373
2022-05-27,20705249368.847656
2022-05-31,18795307449.575806
2022-06-01,19994560200.0
2022-06-02,18639999183.5083
2022-06-03,18652081883.587646
2022-06-06,15909387763.214111
2022-06-07,13913255741.760254
2022-06-08,11795564205.651855
2022-06-09,16736609358.810425
2022-06-10,24829697025.19226
2022-06-13,26010271565.856934
2022-06-14,17850687461.92932
2022-06-15,24335334869.56787
2022-06-16,22229637516.85791
2022-06-17,22717797147.912598
2022-06-21,14513199702.676392
2022-06-22,18937619749.00818
2022-06-23,16366854680.69458
2022-06-24,17211792947.20459
2022-06-27,15836606836.029053
2022-06-28,17468843218.450928
2022-06-29,16262505560.50415
2022-06-30,22230015711.18164
2022-07-01,15989746239.733887
2022-07-05,17742535399.673462
2022-07-06,18250628588.580322
2022-07-07,16701797720.046997
2022-07-08,17690136290.57312
2022-07-11,15976368528.311157
2022-07-12,15971361359.106445
2022-07-13,21120789158.709717
2022-07-14,18272862661.90796
2022-07-15,18626588535.388184
2022-07-18,17224971876.72119
2022-07-19,16457985906.506348
2022-07-20,20536161199.27368
2022-07-21,16921084840.795898
2022-07-22,17251993565.112305
2022-07-25,12185676802.148438
2022-07-26,14740312572.497559
2022-07-27,21263282794.7998
2022-07-28,17082892284.3811
2022-07-29,18139264968.658447
2022-08-01,14615538366.687012
2022-08-02,15300483591.384888
2022-08-03,17350720960.144043
2022-08-04,12643068042.123413
2022-08-05,17340394500.0
2022-08-08,14072273360.061646
2022-08-09,12608432002.056885
2022-08-10,16772227051.098633
2022-08-11,14874525999.697876
2022-08-12,13522334675.53711
2022-08-15,12745073702.575682
2022-08-16,13685583081.723022
2022-08-17,15715683810.791016
2022-08-18,13809081164.807129
2022-08-19,16714655157.641602
2022-08-22,16063449455.480957
2022-08-23,12406039351.071167
2022-08-24,11988367442.651367
2022-08-25,12213552502.426147
2022-08-26,21228025056.573486
2022-08-29,14709669755.960083
2022-08-30,15407557627.670288
2022-08-31,14976667330.200195
2022-09-01,17362415226.052856
2022-09-02,19087700224.328613
2022-09-06,16705431774.1333
2022-09-07,14727381848.132324
2022-09-08,16723877284.613037
2022-09-09,17235487462.46338
2022-09-12,14264736769.702148
2022-09-13,23367419111.21826
2022-09-14,16254178348.97461
2022-09-15,19008655738.55591
2022-09-16,23122570713.354492
2022-09-19,15313245847.7417
2022-09-20,14803505266.281128
2022-09-21,23515914157.531734
2022-09-22,17576381456.64673
2022-09-23,20612336482.617188
2022-09-26,19528750831.45752
2022-09-27,19153242614.627075
2022-09-28,22297809068.463135
2022-09-29,22080193523.4375
2022-09-30,20975206990.429688
2022-10-03,16758471847.210693
2022-10-04,18817196722.668457
2022-10-05,15724981886.66687
2022-10-06,14964195066.357422
2022-10-07,19201550205.514526
2022-10-10,16089299351.165771
2022-10-11,17478786875.0
2022-10-12,13285395517.230225
2022-10-13,30348192788.861084
2022-10-14,20140678027.661133
2022-10-17,17393680669.143677
2022-10-18,18944146646.636963
2022-10-19,14367184027.294922
2022-10-20,16309545217.224121
2022-10-21,21454585579.989624
2022-10-24,17810665200.805664
2022-10-25,16772510540.725708
2022-10-26,17646442266.967773
2022-10-27,15761052778.967285
2022-10-28,17618798662.478638
2022-10-31,13269889482.788086
2022-11-01,12626420376.696777
2022-11-02,21202087023.50464
2022-11-03,18244432377.026367
2022-11-04,20727937202.416992
2022-11-07,12666051368.658447
2022-11-08,17038648192.156982
2022-11-09,17079488647.064209
2022-11-10,28064831925.0
2022-11-11,19282319355.81665
2022-11-14,15782177542.98706
2022-11-15,21410635989.770508
2022-11-16,13946541431.286621
2022-11-17,15796160565.594479
2022-11-18,15263105444.494629
2022-11-21,11299138402.160645
2022-11-22,11973699241.149902
2022-11-23,13398360139.770508
2022-11-25,4446915904.11377
2022-11-28,10944891151.190186
2022-11-29,9993595033.880615
2022-11-30,21919300721.496582
2022-12-01,15140473018.92395
2022-12-02,15675764505.908203
2022-12-05,11931911851.64795
2022-12-06,15193142772.949219
2022-12-07,12796179523.318481
2022-12-08,12090562624.978638
2022-12-09,13498575828.964233
2022-12-12,10204486870.193481
2022-12-13,23284731112.643433
2022-12-14,18618681078.61328
2022-12-15,16766825636.02295
2022-12-16,18731384700.0
2022-12-19,11914291025.0
2022-12-20,13763844904.3396
2022-12-21,12686631281.341553
2022-12-22,16079866572.65625
2022-12-23,10526925119.238281
2022-12-27,10018411709.625244
2022-12-28,12260854187.713623
2022-12-29,12227890896.044922
2022-12-30,10080908077.786255
2023-01-03,11196840609.109497
2023-01-04,12690386659.643555
2023-01-05,11874868176.42517
2023-01-06,14692526692.767334
2023-01-09,12328156487.380981
2023-01-10,9616656800.701904
2023-01-11,12233570811.950684
2023-01-12,16910429260.253906
2023-01-13,12588270867.69104
2023-01-17,10211371647.921753
2023-01-18,13270020693.17627
2023-01-19,12147982290.527344
2023-01-20,17134252004.052734
2023-01-23,15257058652.82898
2023-01-24,12940632367.8833
2023-01-25,14637401118.896484
2023-01-26,15135258453.048706
2023-01-27,16721477845.19043
2023-01-30,14341021023.21167
2023-01-31,13760256333.947754
2023-02-01,20330818131.207275
2023-02-02,25894767533.40454
2023-02-03,23321974986.1084
2023-02-06,12387170107.577515
2023-02-07,20942930250.0
2023-02-08,17264140056.04248
2023-02-09,14823891144.104004
2023-02-10,15000015580.963135
2023-02-13,12069375150.0
2023-02-14,19656263925.0
2023-02-15,13322395723.065186
2023-02-16,18045924653.69873
2023-02-17,17536757825.247192
2023-02-21,13680245544.204712
2023-02-22,15121272100.0
2023-02-23,20567964315.527344
2023-02-24,21693794653.686523
2023-02-27,14401590419.6167
2023-02-28,14162244318.218992
2023-03-01,16973175111.51123
2023-03-02,15727483114.343262
2023-03-03,18134085876.800537
2023-03-06,17022024102.676392
2023-03-07,19545341530.462646
2023-03-08,15151980038.62915
2023-03-09,20912518083.68225
2023-03-10,28449182076.464844
2023-03-13,28232859521.118164
2023-03-14,21887175065.612793
2023-03-15,24999963682.4646
2023-03-16,30128158821.25854
2023-03-17,27459099714.7583
2023-03-20,17244316283.798218
2023-03-21,15441587197.784424
2023-03-22,23201416057.922363
2023-03-23,23099916000.0
2023-03-24,17781416565.820312
2023-03-27,15526738115.08789
2023-03-28,14921701370.76416
2023-03-29,16659939161.032104
2023-03-30,18421442836.59668
2023-03-31,19941979977.886963
2023-04-03,15087644732.36084
2023-04-04,14637464214.001465
2023-04-05,19838418387.20398
2023-04-06,14921792252.288818
2023-04-10,14346966868.615723
2023-04-11,12669077749.365234
2023-04-12,19663075968.73474
2023-04-13,17431087279.3396
2023-04-14,17928578443.19458
2023-04-17,13712351722.503662
2023-04-18,14905715849.230957
2023-04-19,12416973138.08899
2023-04-20,19755512911.75232
2023-04-21,18680717338.708496
2023-04-24,13915417982.635498
2023-04-25,17707124226.171875
2023-04-26,17277753664.489746
2023-04-27,20960629039.35547
2023-04-28,19241510254.36401
2023-05-01,13214107446.130371
2023-05-02,18051166247.973633
2023-05-03,18999992020.687866
2023-05-04,15879480839.401245
2023-05-05,16717953398.4375
2023-05-08,11803614891.027832
2023-05-09,10218117297.363281
2023-05-10,19653608409.448242
2023-05-11,14443647240.509033
2023-05-12,15730216826.922607
2023-05-15,10906812609.191895
2023-05-16,13092681618.554688
2023-05-17,15723597200.134277
2023-05-18,21657286439.52942
2023-05-19,20682712824.21875
2023-05-22,14523889106.115723
2023-05-23,16073518405.700684
2023-05-24,20857866096.14258
2023-05-25,22714630497.61963
2023-05-26,21951638415.43579
2023-05-30,25426817754.18091
2023-05-31,22656027510.20508
2023-06-01,17772492579.052734
2023-06-02,18900539449.72229
2023-06-05,16774774091.51001
2023-06-06,14686969384.423828
2023-06-07,24147378945.025635
2023-06-08,16652399497.195435
2023-06-09,18843766550.0
2023-06-12,16080196749.389648
2023-06-13,20741347385.595703
2023-06-14,25439416615.649414
2023-06-15,26339852782.714844
2023-06-16,29756669294.64722
2023-06-20,18053204129.678345
2023-06-21,19317606444.204712
2023-06-22,17430791149.20044
2023-06-23,17718744123.623657
2023-06-26,18844549254.119873
2023-06-27,17850190418.20984
